Movie_Title,IMDB_Rating,Cast
Le dîner de cons,7.7,Francis Huster
Le dîner de cons,7.7,Daniel Prévost
Donnie Brasco,7.7,Al Pacino
Donnie Brasco,7.7,Johnny Depp
Donnie Brasco,7.7,Michael Madsen
Donnie Brasco,7.7,Bruno Kirby
Shine,7.7,Geoffrey Rush
Shine,7.7,Armin Mueller-Stahl
Shine,7.7,Justin Braine
Shine,7.7,Sonia Todd
Primal Fear,7.7,Richard Gere
Primal Fear,7.7,Laura Linney
Primal Fear,7.7,Edward Norton
Primal Fear,7.7,John Mahoney
A Little Princess,7.7,Liesel Matthews
A Little Princess,7.7,Eleanor Bron
A Little Princess,7.7,Liam Cunningham
A Little Princess,7.7,Rusty Schwimmer
Il postino,7.7,Massimo Troisi
Il postino,7.7,Massimo Troisi
Il postino,7.7,Philippe Noiret
Il postino,7.7,Maria Grazia Cucinotta
Clerks,7.7,Brian O'Halloran
Clerks,7.7,Jeff Anderson
Clerks,7.7,Marilyn Ghigliotti
Clerks,7.7,Lisa Spoonauer
Short Cuts,7.7,Andie MacDowell
Short Cuts,7.7,Julianne Moore
Short Cuts,7.7,Tim Robbins
Short Cuts,7.7,Bruce Davison
Philadelphia,7.7,Tom Hanks
Philadelphia,7.7,Denzel Washington
Philadelphia,7.7,Roberta Maxwell
Philadelphia,7.7,Buzz Kilman
The Muppet Christmas Carol,7.7,Michael Caine
The Muppet Christmas Carol,7.7,Kermit the Frog
The Muppet Christmas Carol,7.7,Dave Goelz
The Muppet Christmas Carol,7.7,Miss Piggy
Malcolm X,7.7,Denzel Washington
Malcolm X,7.7,Angela Bassett
Malcolm X,7.7,Delroy Lindo
Malcolm X,7.7,Spike Lee
The Last of the Mohicans,7.7,Daniel Day-Lewis
The Last of the Mohicans,7.7,Madeleine Stowe
The Last of the Mohicans,7.7,Russell Means
The Last of the Mohicans,7.7,Eric Schweig
Glengarry Glen Ross,7.7,Al Pacino
Glengarry Glen Ross,7.7,Jack Lemmon
Glengarry Glen Ross,7.7,Alec Baldwin
Glengarry Glen Ross,7.7,Alan Arkin
A Few Good Men,7.7,Tom Cruise
A Few Good Men,7.7,Jack Nicholson
A Few Good Men,7.7,Demi Moore
A Few Good Men,7.7,Kevin Bacon
Fried Green Tomatoes,7.7,Kathy Bates
Fried Green Tomatoes,7.7,Jessica Tandy
Fried Green Tomatoes,7.7,Mary Stuart Masterson
Fried Green Tomatoes,7.7,Mary-Louise Parker
Barton Fink,7.7,Ethan Coen
Barton Fink,7.7,John Turturro
Barton Fink,7.7,John Goodman
Barton Fink,7.7,Judy Davis
Miller's Crossing,7.7,Ethan Coen
Miller's Crossing,7.7,Gabriel Byrne
Miller's Crossing,7.7,Albert Finney
Miller's Crossing,7.7,John Turturro
Who Framed Roger Rabbit,7.7,Bob Hoskins
Who Framed Roger Rabbit,7.7,Christopher Lloyd
Who Framed Roger Rabbit,7.7,Joanna Cassidy
Who Framed Roger Rabbit,7.7,Charles Fleischer
Withnail & I,7.7,Richard E. Grant
Withnail & I,7.7,Paul McGann
Withnail & I,7.7,Richard Griffiths
Withnail & I,7.7,Ralph Brown
The Last Emperor,7.7,John Lone
The Last Emperor,7.7,Joan Chen
The Last Emperor,7.7,Peter O'Toole
The Last Emperor,7.7,Ruocheng Ying
Empire of the Sun,7.7,Christian Bale
Empire of the Sun,7.7,John Malkovich
Empire of the Sun,7.7,Miranda Richardson
Empire of the Sun,7.7,Nigel Havers
Der Name der Rose,7.7,Sean Connery
Der Name der Rose,7.7,Christian Slater
Der Name der Rose,7.7,Helmut Qualtinger
Der Name der Rose,7.7,Elya Baskin
Blue Velvet,7.7,Isabella Rossellini
Blue Velvet,7.7,Kyle MacLachlan
Blue Velvet,7.7,Dennis Hopper
Blue Velvet,7.7,Laura Dern
The Purple Rose of Cairo,7.7,Mia Farrow
The Purple Rose of Cairo,7.7,Jeff Daniels
The Purple Rose of Cairo,7.7,Danny Aiello
The Purple Rose of Cairo,7.7,Irving Metzman
After Hours,7.7,Griffin Dunne
After Hours,7.7,Rosanna Arquette
After Hours,7.7,Verna Bloom
After Hours,7.7,Tommy Chong
Zelig,7.7,Woody Allen
Zelig,7.7,Mia Farrow
Zelig,7.7,Patrick Horgan
Zelig,7.7,John Buckwalter
The Verdict,7.7,Paul Newman
The Verdict,7.7,Charlotte Rampling
The Verdict,7.7,Jack Warden
The Verdict,7.7,James Mason
Star Trek II: The Wrath of Khan,7.7,William Shatner
Star Trek II: The Wrath of Khan,7.7,Leonard Nimoy
Star Trek II: The Wrath of Khan,7.7,DeForest Kelley
Star Trek II: The Wrath of Khan,7.7,James Doohan
First Blood,7.7,Sylvester Stallone
First Blood,7.7,Brian Dennehy
First Blood,7.7,Richard Crenna
First Blood,7.7,Bill McKinney
Ordinary People,7.7,Donald Sutherland
Ordinary People,7.7,Mary Tyler Moore
Ordinary People,7.7,Judd Hirsch
Ordinary People,7.7,Timothy Hutton
Airplane!,7.7,David Zucker
Airplane!,7.7,Jerry Zucker
Airplane!,7.7,Robert Hays
Airplane!,7.7,Julie Hagerty
Halloween,7.7,Donald Pleasence
Halloween,7.7,Jamie Lee Curtis
Halloween,7.7,Tony Moran
Halloween,7.7,Nancy Kyes
Le locataire,7.7,Roman Polanski
Le locataire,7.7,Isabelle Adjani
Le locataire,7.7,Melvyn Douglas
Le locataire,7.7,Jo Van Fleet
Blazing Saddles,7.7,Cleavon Little
Blazing Saddles,7.7,Gene Wilder
Blazing Saddles,7.7,Slim Pickens
Blazing Saddles,7.7,Harvey Korman
Serpico,7.7,Al Pacino
Serpico,7.7,John Randolph
Serpico,7.7,Jack Kehoe
Serpico,7.7,Biff McGuire
Enter the Dragon,7.7,Bruce Lee
Enter the Dragon,7.7,John Saxon
Enter the Dragon,7.7,Jim Kelly
Enter the Dragon,7.7,Ahna Capri
Deliverance,7.7,Jon Voight
Deliverance,7.7,Burt Reynolds
Deliverance,7.7,Ned Beatty
Deliverance,7.7,Ronny Cox
The French Connection,7.7,Gene Hackman
The French Connection,7.7,Roy Scheider
The French Connection,7.7,Fernando Rey
The French Connection,7.7,Tony Lo Bianco
Dirty Harry,7.7,Clint Eastwood
Dirty Harry,7.7,Andrew Robinson
Dirty Harry,7.7,Harry Guardino
Dirty Harry,7.7,Reni Santoni
Searching,7.6,John Cho
Searching,7.6,Debra Messing
Searching,7.6,Joseph Lee
Searching,7.6,Michelle La
Once Upon a Time... in Hollywood,7.6,Leonardo DiCaprio
Once Upon a Time... in Hollywood,7.6,Brad Pitt
Once Upon a Time... in Hollywood,7.6,Margot Robbie
Once Upon a Time... in Hollywood,7.6,Emile Hirsch
Nelyubov,7.6,Maryana Spivak
Nelyubov,7.6,Aleksey Rozin
Nelyubov,7.6,Matvey Novikov
Nelyubov,7.6,Marina Vasileva
The Florida Project,7.6,Brooklynn Prince
The Florida Project,7.6,Bria Vinaite
The Florida Project,7.6,Willem Dafoe
The Florida Project,7.6,Christopher Rivera
Gifted,7.6,Chris Evans
Gifted,7.6,Mckenna Grace
Gifted,7.6,Lindsay Duncan
Gifted,7.6,Octavia Spencer
The Peanut Butter Falcon,7.6,Michael Schwartz
The Peanut Butter Falcon,7.6,Zack Gottsagen
The Peanut Butter Falcon,7.6,Ann Owens
The Peanut Butter Falcon,7.6,Dakota Johnson
Mustang,7.6,Günes Sensoy
Mustang,7.6,Doga Zeynep Doguslu
Mustang,7.6,Tugba Sunguroglu
Mustang,7.6,Elit Iscan
Guardians of the Galaxy Vol. 2,7.6,Chris Pratt
Guardians of the Galaxy Vol. 2,7.6,Zoe Saldana
Guardians of the Galaxy Vol. 2,7.6,Dave Bautista
Guardians of the Galaxy Vol. 2,7.6,Vin Diesel
Baby Driver,7.6,Ansel Elgort
Baby Driver,7.6,Jon Bernthal
Baby Driver,7.6,Jon Hamm
Baby Driver,7.6,Eiza González
Only the Brave,7.6,Josh Brolin
Only the Brave,7.6,Miles Teller
Only the Brave,7.6,Jeff Bridges
Only the Brave,7.6,Jennifer Connelly
Bridge of Spies,7.6,Tom Hanks
Bridge of Spies,7.6,Mark Rylance
Bridge of Spies,7.6,Alan Alda
Bridge of Spies,7.6,Amy Ryan
Incredibles 2,7.6,Craig T. Nelson
Incredibles 2,7.6,Holly Hunter
Incredibles 2,7.6,Sarah Vowell
Incredibles 2,7.6,Huck Milner
Moana,7.6,John Musker
Moana,7.6,Don Hall
Moana,7.6,Chris Williams
Moana,7.6,Auli'i Cravalho
Sicario,7.6,Emily Blunt
Sicario,7.6,Josh Brolin
Sicario,7.6,Benicio Del Toro
Sicario,7.6,Jon Bernthal
Creed,7.6,Michael B. Jordan
Creed,7.6,Sylvester Stallone
Creed,7.6,Tessa Thompson
Creed,7.6,Phylicia Rashad
Leviafan,7.6,Aleksey Serebryakov
Leviafan,7.6,Elena Lyadova
Leviafan,7.6,Roman Madyanov
Leviafan,7.6,Vladimir Vdovichenkov
Hell or High Water,7.6,Chris Pine
Hell or High Water,7.6,Ben Foster
Hell or High Water,7.6,Jeff Bridges
Hell or High Water,7.6,Gil Birmingham
Philomena,7.6,Judi Dench
Philomena,7.6,Steve Coogan
Philomena,7.6,Sophie Kennedy Clark
Philomena,7.6,Mare Winningham
Dawn of the Planet of the Apes,7.6,Gary Oldman
Dawn of the Planet of the Apes,7.6,Keri Russell
Dawn of the Planet of the Apes,7.6,Andy Serkis
Dawn of the Planet of the Apes,7.6,Kodi Smit-McPhee
Serbuan maut,7.6,Iko Uwais
Serbuan maut,7.6,Ananda George
Serbuan maut,7.6,Ray Sahetapy
Serbuan maut,7.6,Donny Alamsyah
End of Watch,7.6,Jake Gyllenhaal
End of Watch,7.6,Michael Peña
End of Watch,7.6,Anna Kendrick
End of Watch,7.6,America Ferrera
Kari-gurashi no Arietti,7.6,Amy Poehler
Kari-gurashi no Arietti,7.6,Mirai Shida
Kari-gurashi no Arietti,7.6,Ryûnosuke Kamiki
Kari-gurashi no Arietti,7.6,Tatsuya Fujiwara
A Star Is Born,7.6,Lady Gaga
A Star Is Born,7.6,Bradley Cooper
A Star Is Born,7.6,Sam Elliott
A Star Is Born,7.6,Greg Grunberg
True Grit,7.6,Joel Coen
True Grit,7.6,Jeff Bridges
True Grit,7.6,Matt Damon
True Grit,7.6,Hailee Steinfeld
Hævnen,7.6,Mikael Persbrandt
Hævnen,7.6,Trine Dyrholm
Hævnen,7.6,Markus Rygaard
Hævnen,7.6,Wil Johnson
Despicable Me,7.6,Chris Renaud
Despicable Me,7.6,Steve Carell
Despicable Me,7.6,Jason Segel
Despicable Me,7.6,Russell Brand
50/50,7.6,Joseph Gordon-Levitt
50/50,7.6,Seth Rogen
50/50,7.6,Anna Kendrick
50/50,7.6,Bryce Dallas Howard
Kick-Ass,7.6,Aaron Taylor-Johnson
Kick-Ass,7.6,Nicolas Cage
Kick-Ass,7.6,Chloë Grace Moretz
Kick-Ass,7.6,Garrett M. Brown
Moneyball,7.6,Brad Pitt
Moneyball,7.6,Robin Wright
Moneyball,7.6,Jonah Hill
Moneyball,7.6,Philip Seymour Hoffman
La piel que habito,7.6,Antonio Banderas
La piel que habito,7.6,Elena Anaya
La piel que habito,7.6,Jan Cornet
La piel que habito,7.6,Marisa Paredes
Zombieland,7.6,Jesse Eisenberg
Zombieland,7.6,Emma Stone
Zombieland,7.6,Woody Harrelson
Zombieland,7.6,Abigail Breslin
Sherlock Holmes,7.6,Robert Downey Jr.
Sherlock Holmes,7.6,Jude Law
Sherlock Holmes,7.6,Rachel McAdams
Sherlock Holmes,7.6,Mark Strong
The Blind Side,7.6,Quinton Aaron
The Blind Side,7.6,Sandra Bullock
The Blind Side,7.6,Tim McGraw
The Blind Side,7.6,Jae Head
The Visitor,7.6,Richard Jenkins
The Visitor,7.6,Haaz Sleiman
The Visitor,7.6,Danai Gurira
The Visitor,7.6,Hiam Abbass
Seven Pounds,7.6,Will Smith
Seven Pounds,7.6,Rosario Dawson
Seven Pounds,7.6,Woody Harrelson
Seven Pounds,7.6,Michael Ealy
Eastern Promises,7.6,Naomi Watts
Eastern Promises,7.6,Viggo Mortensen
Eastern Promises,7.6,Armin Mueller-Stahl
Eastern Promises,7.6,Josef Altin
Stardust,7.6,Charlie Cox
Stardust,7.6,Claire Danes
Stardust,7.6,Sienna Miller
Stardust,7.6,Ian McKellen
The Secret of Kells,7.6,Nora Twomey
The Secret of Kells,7.6,Evan McGuire
The Secret of Kells,7.6,Brendan Gleeson
The Secret of Kells,7.6,Mick Lally
Inside Man,7.6,Denzel Washington
Inside Man,7.6,Clive Owen
Inside Man,7.6,Jodie Foster
Inside Man,7.6,Christopher Plummer
Gone Baby Gone,7.6,Morgan Freeman
Gone Baby Gone,7.6,Ed Harris
Gone Baby Gone,7.6,Casey Affleck
Gone Baby Gone,7.6,Michelle Monaghan
La Vie En Rose,7.6,Marion Cotillard
La Vie En Rose,7.6,Sylvie Testud
La Vie En Rose,7.6,Pascal Greggory
La Vie En Rose,7.6,Emmanuelle Seigner
Huo Yuan Jia,7.6,Jet Li
Huo Yuan Jia,7.6,Li Sun
Huo Yuan Jia,7.6,Yong Dong
Huo Yuan Jia,7.6,Yun Qu
The Illusionist,7.6,Edward Norton
The Illusionist,7.6,Jessica Biel
The Illusionist,7.6,Paul Giamatti
The Illusionist,7.6,Rufus Sewell
Dead Man's Shoes,7.6,Paddy Considine
Dead Man's Shoes,7.6,Gary Stretch
Dead Man's Shoes,7.6,Toby Kebbell
Dead Man's Shoes,7.6,Stuart Wolfenden
Harry Potter and the Half-Blood Prince,7.6,Daniel Radcliffe
Harry Potter and the Half-Blood Prince,7.6,Emma Watson
Harry Potter and the Half-Blood Prince,7.6,Rupert Grint
Harry Potter and the Half-Blood Prince,7.6,Michael Gambon
300,7.6,Gerard Butler
300,7.6,Lena Headey
300,7.6,David Wenham
300,7.6,Dominic West
Match Point,7.6,Scarlett Johansson
Match Point,7.6,Jonathan Rhys Meyers
Match Point,7.6,Emily Mortimer
Match Point,7.6,Matthew Goode
Watchmen,7.6,Jackie Earle Haley
Watchmen,7.6,Patrick Wilson
Watchmen,7.6,Carla Gugino
Watchmen,7.6,Malin Akerman
Lord of War,7.6,Nicolas Cage
Lord of War,7.6,Ethan Hawke
Lord of War,7.6,Jared Leto
Lord of War,7.6,Bridget Moynahan
Saw,7.6,Cary Elwes
Saw,7.6,Leigh Whannell
Saw,7.6,Danny Glover
Saw,7.6,Ken Leung
"Synecdoche, New York",7.6,Philip Seymour Hoffman
"Synecdoche, New York",7.6,Samantha Morton
"Synecdoche, New York",7.6,Michelle Williams
"Synecdoche, New York",7.6,Catherine Keener
Mysterious Skin,7.6,Brady Corbet
Mysterious Skin,7.6,Joseph Gordon-Levitt
Mysterious Skin,7.6,Elisabeth Shue
Mysterious Skin,7.6,Chase Ellison
Jeux d'enfants,7.6,Guillaume Canet
Jeux d'enfants,7.6,Marion Cotillard
Jeux d'enfants,7.6,Thibault Verhaeghe
Jeux d'enfants,7.6,Joséphine Lebas-Joly
Un long dimanche de fiançailles,7.6,Audrey Tautou
Un long dimanche de fiançailles,7.6,Gaspard Ulliel
Un long dimanche de fiançailles,7.6,Jodie Foster
Un long dimanche de fiançailles,7.6,Dominique Pinon
The Station Agent,7.6,Peter Dinklage
The Station Agent,7.6,Patricia Clarkson
The Station Agent,7.6,Bobby Cannavale
The Station Agent,7.6,Paul Benjamin
21 Grams,7.6,Sean Penn
21 Grams,7.6,Benicio Del Toro
21 Grams,7.6,Naomi Watts
21 Grams,7.6,Danny Huston
Boksuneun naui geot,7.6,Kang-ho Song
Boksuneun naui geot,7.6,Shin Ha-kyun
Boksuneun naui geot,7.6,Bae Doona
Boksuneun naui geot,7.6,Ji-Eun Lim
Finding Neverland,7.6,Johnny Depp
Finding Neverland,7.6,Kate Winslet
Finding Neverland,7.6,Julie Christie
Finding Neverland,7.6,Radha Mitchell
25th Hour,7.6,Edward Norton
25th Hour,7.6,Barry Pepper
25th Hour,7.6,Philip Seymour Hoffman
25th Hour,7.6,Rosario Dawson
The Butterfly Effect,7.6,J. Mackye Gruber
The Butterfly Effect,7.6,Ashton Kutcher
The Butterfly Effect,7.6,Amy Smart
The Butterfly Effect,7.6,Melora Walters
28 Days Later...,7.6,Cillian Murphy
28 Days Later...,7.6,Naomie Harris
28 Days Later...,7.6,Christopher Eccleston
28 Days Later...,7.6,Alex Palmer
The Royal Tenenbaums,7.6,Gene Hackman
The Royal Tenenbaums,7.6,Gwyneth Paltrow
The Royal Tenenbaums,7.6,Anjelica Huston
The Royal Tenenbaums,7.6,Ben Stiller
Y tu mamá también,7.6,Maribel Verdú
Y tu mamá también,7.6,Gael García Bernal
Y tu mamá también,7.6,Daniel Giménez Cacho
Y tu mamá también,7.6,Ana López Mercado
Harry Potter and the Sorcerer's Stone,7.6,Daniel Radcliffe
Harry Potter and the Sorcerer's Stone,7.6,Rupert Grint
Harry Potter and the Sorcerer's Stone,7.6,Richard Harris
Harry Potter and the Sorcerer's Stone,7.6,Maggie Smith
The Others,7.6,Nicole Kidman
The Others,7.6,Christopher Eccleston
The Others,7.6,Fionnula Flanagan
The Others,7.6,Alakina Mann
Blow,7.6,Johnny Depp
Blow,7.6,Penélope Cruz
Blow,7.6,Franka Potente
Blow,7.6,Rachel Griffiths
Enemy at the Gates,7.6,Jude Law
Enemy at the Gates,7.6,Ed Harris
Enemy at the Gates,7.6,Joseph Fiennes
Enemy at the Gates,7.6,Rachel Weisz
Minority Report,7.6,Tom Cruise
Minority Report,7.6,Colin Farrell
Minority Report,7.6,Samantha Morton
Minority Report,7.6,Max von Sydow
The Hurricane,7.6,Denzel Washington
The Hurricane,7.6,Vicellous Shannon
The Hurricane,7.6,Deborah Kara Unger
The Hurricane,7.6,Liev Schreiber
American Psycho,7.6,Christian Bale
American Psycho,7.6,Justin Theroux
American Psycho,7.6,Josh Lucas
American Psycho,7.6,Bill Sage
Lola rennt,7.6,Franka Potente
Lola rennt,7.6,Moritz Bleibtreu
Lola rennt,7.6,Herbert Knaup
Lola rennt,7.6,Nina Petri
The Thin Red Line,7.6,Jim Caviezel
The Thin Red Line,7.6,Sean Penn
The Thin Red Line,7.6,Nick Nolte
The Thin Red Line,7.6,Kirk Acevedo
Mulan,7.6,Barry Cook
Mulan,7.6,Ming-Na Wen
Mulan,7.6,Eddie Murphy
Mulan,7.6,BD Wong
Fear and Loathing in Las Vegas,7.6,Johnny Depp
Fear and Loathing in Las Vegas,7.6,Benicio Del Toro
Fear and Loathing in Las Vegas,7.6,Tobey Maguire
Fear and Loathing in Las Vegas,7.6,Michael Lee Gogin
Dark City,7.6,Rufus Sewell
Dark City,7.6,Kiefer Sutherland
Dark City,7.6,Jennifer Connelly
Dark City,7.6,William Hurt
Sleepers,7.6,Robert De Niro
Sleepers,7.6,Kevin Bacon
Sleepers,7.6,Brad Pitt
Sleepers,7.6,Jason Patric
Lost Highway,7.6,Bill Pullman
Lost Highway,7.6,Patricia Arquette
Lost Highway,7.6,John Roselius
Lost Highway,7.6,Louis Eppolito
Sense and Sensibility,7.6,Emma Thompson
Sense and Sensibility,7.6,Kate Winslet
Sense and Sensibility,7.6,James Fleet
Sense and Sensibility,7.6,Tom Wilkinson
Die Hard: With a Vengeance,7.6,Bruce Willis
Die Hard: With a Vengeance,7.6,Jeremy Irons
Die Hard: With a Vengeance,7.6,Samuel L. Jackson
Die Hard: With a Vengeance,7.6,Graham Greene
Dead Man,7.6,Johnny Depp
Dead Man,7.6,Gary Farmer
Dead Man,7.6,Crispin Glover
Dead Man,7.6,Lance Henriksen
The Bridges of Madison County,7.6,Clint Eastwood
The Bridges of Madison County,7.6,Meryl Streep
The Bridges of Madison County,7.6,Annie Corley
The Bridges of Madison County,7.6,Victor Slezak
Trois couleurs: Blanc,7.6,Zbigniew Zamachowski
Trois couleurs: Blanc,7.6,Julie Delpy
Trois couleurs: Blanc,7.6,Janusz Gajos
Trois couleurs: Blanc,7.6,Jerzy Stuhr
Falling Down,7.6,Michael Douglas
Falling Down,7.6,Robert Duvall
Falling Down,7.6,Barbara Hershey
Falling Down,7.6,Rachel Ticotin
Dazed and Confused,7.6,Jason London
Dazed and Confused,7.6,Wiley Wiggins
Dazed and Confused,7.6,Matthew McConaughey
Dazed and Confused,7.6,Rory Cochrane
My Cousin Vinny,7.6,Joe Pesci
My Cousin Vinny,7.6,Marisa Tomei
My Cousin Vinny,7.6,Ralph Macchio
My Cousin Vinny,7.6,Mitchell Whitfield
Omohide poro poro,7.6,Miki Imai
Omohide poro poro,7.6,Toshirô Yanagiba
Omohide poro poro,7.6,Yoko Honna
Omohide poro poro,7.6,Mayumi Izuka
Delicatessen,7.6,Jean-Pierre Jeunet
Delicatessen,7.6,Marie-Laure Dougnac
Delicatessen,7.6,Dominique Pinon
Delicatessen,7.6,Pascal Benezech
Home Alone,7.6,Macaulay Culkin
Home Alone,7.6,Joe Pesci
Home Alone,7.6,Daniel Stern
Home Alone,7.6,John Heard
The Godfather: Part III,7.6,Al Pacino
The Godfather: Part III,7.6,Diane Keaton
The Godfather: Part III,7.6,Andy Garcia
The Godfather: Part III,7.6,Talia Shire
When Harry Met Sally...,7.6,Billy Crystal
When Harry Met Sally...,7.6,Meg Ryan
When Harry Met Sally...,7.6,Carrie Fisher
When Harry Met Sally...,7.6,Bruno Kirby
The Little Mermaid,7.6,John Musker
The Little Mermaid,7.6,Jodi Benson
The Little Mermaid,7.6,Samuel E. Wright
The Little Mermaid,7.6,Rene Auberjonois
The Naked Gun: From the Files of Police Squad!,7.6,Leslie Nielsen
The Naked Gun: From the Files of Police Squad!,7.6,Priscilla Presley
The Naked Gun: From the Files of Police Squad!,7.6,O.J. Simpson
The Naked Gun: From the Files of Police Squad!,7.6,Ricardo Montalban
"Planes, Trains & Automobiles",7.6,Steve Martin
"Planes, Trains & Automobiles",7.6,John Candy
"Planes, Trains & Automobiles",7.6,Laila Robins
"Planes, Trains & Automobiles",7.6,Michael McKean
Lethal Weapon,7.6,Mel Gibson
Lethal Weapon,7.6,Danny Glover
Lethal Weapon,7.6,Gary Busey
Lethal Weapon,7.6,Mitchell Ryan
Blood Simple,7.6,Ethan Coen
Blood Simple,7.6,John Getz
Blood Simple,7.6,Frances McDormand
Blood Simple,7.6,Dan Hedaya
On Golden Pond,7.6,Katharine Hepburn
On Golden Pond,7.6,Henry Fonda
On Golden Pond,7.6,Jane Fonda
On Golden Pond,7.6,Doug McKeon
Mad Max 2,7.6,Mel Gibson
Mad Max 2,7.6,Bruce Spence
Mad Max 2,7.6,Michael Preston
Mad Max 2,7.6,Max Phipps
The Warriors,7.6,Michael Beck
The Warriors,7.6,James Remar
The Warriors,7.6,Dorsey Wright
The Warriors,7.6,Brian Tyler
The Muppet Movie,7.6,Jim Henson
The Muppet Movie,7.6,Frank Oz
The Muppet Movie,7.6,Jerry Nelson
The Muppet Movie,7.6,Richard Hunt
Escape from Alcatraz,7.6,Clint Eastwood
Escape from Alcatraz,7.6,Patrick McGoohan
Escape from Alcatraz,7.6,Roberts Blossom
Escape from Alcatraz,7.6,Jack Thibeau
Midnight Express,7.6,Brad Davis
Midnight Express,7.6,Irene Miracle
Midnight Express,7.6,Bo Hopkins
Midnight Express,7.6,Paolo Bonacelli
Close Encounters of the Third Kind,7.6,Richard Dreyfuss
Close Encounters of the Third Kind,7.6,François Truffaut
Close Encounters of the Third Kind,7.6,Teri Garr
Close Encounters of the Third Kind,7.6,Melinda Dillon
The Long Goodbye,7.6,Elliott Gould
The Long Goodbye,7.6,Nina van Pallandt
The Long Goodbye,7.6,Sterling Hayden
The Long Goodbye,7.6,Mark Rydell
Giù la testa,7.6,Rod Steiger
Giù la testa,7.6,James Coburn
Giù la testa,7.6,Romolo Valli
Giù la testa,7.6,Maria Monti
Kelly's Heroes,7.6,Clint Eastwood
Kelly's Heroes,7.6,Telly Savalas
Kelly's Heroes,7.6,Don Rickles
Kelly's Heroes,7.6,Carroll O'Connor
